"","id_ind","ind_sex","ind_age","ind_main_job_wage","ind_education_years"
"19991",3,2,11,NA,NA
"19992",4,1,11,NA,NA
"19993",5,NA,NA,NA,NA
"19994",6,1,9,NA,NA
"19995",1,1,80,NA,6
"19996",2,2,78,NA,3
"19997",3,NA,NA,NA,NA
"19998",4,NA,NA,NA,NA
"19999",5,NA,NA,NA,NA
"20000",6,NA,NA,NA,NA
"20001",7,NA,NA,NA,NA
"20002",1,1,41,NA,7
"20003",2,2,37,NA,0
"20004",3,2,20,NA,6
"20005",4,2,17,NA,5
"20006",5,1,14,NA,4
"20007",6,1,11,NA,NA
"20008",7,2,1,NA,NA
"20009",8,1,0,NA,NA
"20010",1,2,31,460000,12
"20011",2,1,35,NA,4
"20012",3,2,12,NA,NA
"20013",4,1,7,NA,NA
"20014",5,2,4,NA,0
"20015",6,NA,NA,NA,NA
"20016",7,NA,NA,NA,NA
"20017",1,1,54,NA,5
"20018",2,2,50,NA,0
"20019",3,1,26,NA,NA
"20020",4,1,24,NA,7
"20021",5,2,21,NA,12
"20022",6,1,22,NA,7
"20023",7,2,16,NA,NA
"20024",8,1,14,NA,NA
"20025",9,2,12,NA,NA
"20026",10,2,7,NA,NA
"20027",11,2,16,NA,7
"20028",1,2,80,NA,8
"20029",2,NA,NA,NA,NA
"20030",3,NA,NA,NA,NA
"20031",4,1,18,NA,9
"20032",5,2,17,NA,11
"20033",6,1,27,NA,15
"20034",7,1,20,NA,13
"20035",8,1,30,NA,15
"20036",9,2,NA,NA,NA
"20037",10,1,NA,NA,NA
"20038",11,1,3,NA,NA
"20039",1,1,65,NA,NA
"20040",2,2,59,NA,5
"20041",3,2,11,NA,NA
"20042",4,2,19,NA,NA
"20043",1,2,53,NA,0
"20044",2,1,20,NA,5
"20045",3,2,73,NA,0
"20046",4,1,16,NA,NA
"20047",5,1,20,NA,4
"20048",6,NA,NA,NA,NA
"20049",7,NA,NA,NA,NA
"20050",1,1,31,NA,10
"20051",2,2,6,NA,NA
"20052",3,2,5,NA,NA
"20053",4,2,30,NA,7
"20054",5,2,0,NA,NA
"20055",1,1,27,210000,11
"20056",2,2,22,NA,8
"20057",3,2,3,NA,0
"20058",4,NA,NA,NA,NA
"20059",5,NA,NA,NA,NA
"20060",6,2,0,NA,NA
"20061",1,2,45,NA,6
"20062",2,2,13,NA,NA
"20063",1,1,31,NA,6
"20064",2,NA,NA,NA,NA
"20065",3,2,30,NA,9
"20066",4,2,7,NA,NA
"20067",5,2,5,NA,NA
"20068",1,2,65,NA,7
"20069",1,1,37,NA,3
"20070",2,2,32,NA,5
"20071",3,2,NA,NA,NA
"20072",4,2,9,NA,NA
"20073",5,2,7,NA,NA
"20074",6,1,4,NA,0
"20075",8,2,NA,NA,NA
"20076",9,1,91,NA,2
"20077",1,1,35,NA,5
"20078",2,1,13,NA,NA
"20079",3,2,11,NA,NA
"20080",4,1,7,NA,NA
"20081",5,1,5,NA,NA
"20082",6,2,28,NA,7
"20083",1,1,31,NA,15
"20084",2,2,28,5e+05,15
"20085",3,2,8,NA,NA
"20086",4,1,4,NA,NA
"20087",5,2,0,NA,NA
"20088",1,1,65,NA,4
"20089",2,2,58,NA,0
"20090",3,1,15,NA,NA
"20091",1,2,2,NA,NA
"20092",2,1,25,NA,4
"20093",3,2,20,NA,6
"20094",4,2,0,NA,NA
"20095",1,1,47,NA,5
"20096",2,2,40,NA,9
"20097",3,NA,NA,NA,NA
"20098",4,1,12,NA,NA
"20099",5,1,8,NA,NA
"20100",6,1,4,NA,NA
"20101",1,1,62,NA,12
"20102",2,2,69,NA,7
"20103",3,NA,NA,NA,NA
"20104",4,NA,NA,NA,NA
"20105",5,2,14,NA,NA
"20106",6,1,NA,NA,NA
"20107",7,NA,NA,NA,NA
"20108",1,2,48,NA,0
"20109",2,1,25,NA,7
"20110",3,NA,NA,NA,NA
"20111",4,2,17,NA,NA
"20112",5,1,15,NA,3
"20113",6,1,5,NA,0
"20114",1,2,58,NA,0
"20115",2,1,25,NA,3
"20116",3,1,17,7000,7
"20117",1,1,33,4e+05,12
"20118",2,1,26,4e+05,12
"20119",3,2,15,NA,NA
"20120",4,2,13,NA,NA
"20121",5,1,6,NA,NA
"20122",6,2,60,NA,12
"20123",1,2,24,580000,12
"20124",1,1,69,NA,5
"20125",2,2,67,NA,3
"20126",3,1,26,NA,10
"20127",4,2,22,NA,NA
"20128",5,2,18,NA,NA
"20129",1,1,46,NA,6
"20130",2,2,45,NA,0
"20131",3,2,18,NA,NA
"20132",4,2,13,NA,NA
"20133",5,2,10,NA,NA
"20134",6,1,7,NA,NA
"20135",7,2,5,NA,0
"20136",1,1,50,NA,6
"20137",2,2,36,NA,6
"20138",3,NA,NA,NA,NA
"20139",4,1,18,NA,13
"20140",5,1,16,NA,NA
"20141",6,1,15,NA,NA
"20142",7,2,NA,NA,NA
"20143",8,1,5,NA,NA
"20144",9,1,5,NA,NA
"20145",1,2,32,NA,0
"20146",2,1,7,NA,NA
"20147",3,1,9,NA,0
"20148",4,1,34,NA,0
"20149",5,1,5,NA,0
"20150",6,1,2,NA,NA
"20151",7,1,0,NA,NA
"20152",1,2,78,NA,0
"20153",1,2,25,NA,7
"20154",2,1,38,NA,11
"20155",3,2,8,NA,NA
"20156",4,1,11,NA,NA
"20157",5,2,16,NA,NA
"20158",6,1,0,NA,NA
"20159",1,2,57,NA,0
"20160",2,1,35,NA,0
"20161",3,1,25,NA,NA
"20162",4,2,21,NA,NA
"20163",5,2,19,NA,0
"20164",6,1,13,NA,0
"20165",7,1,8,NA,NA
"20166",1,1,38,NA,0
"20167",2,2,28,NA,3
"20168",3,1,7,NA,NA
"20169",4,2,5,NA,NA
"20170",1,2,27,80000,2
"20171",2,1,NA,NA,NA
"20172",1,1,60,NA,6
"20173",2,2,53,NA,6
"20174",3,NA,NA,NA,NA
"20175",4,1,24,NA,11
"20176",5,1,22,NA,12
"20177",6,1,18,NA,NA
"20178",7,1,17,NA,NA
"20179",8,2,NA,NA,NA
"20180",1,1,47,850000,15
"20181",2,2,39,NA,11
"20182",3,2,18,NA,NA
"20183",4,1,17,NA,NA
"20184",5,2,16,NA,NA
"20185",6,1,12,NA,NA
"20186",7,1,9,NA,NA
"20187",8,2,7,NA,NA
"20188",9,NA,NA,NA,NA
"20189",10,2,12,NA,NA
"20190",11,NA,NA,NA,NA
"20191",1,1,59,NA,13
"20192",2,2,52,NA,10
"20193",3,NA,NA,NA,NA
"20194",4,2,30,NA,15
"20195",5,NA,NA,NA,NA
"20196",1,1,31,NA,12
"20197",2,1,30,70000,5
"20198",1,1,35,NA,11
"20199",2,2,27,NA,8
"20200",3,1,4,NA,NA
"20201",4,1,3,NA,0
"20202",1,1,81,NA,0
"20203",2,2,76,NA,0
"20204",3,1,14,NA,NA
"20205",1,1,54,NA,3
"20206",2,2,44,NA,0
"20207",3,1,21,NA,4
"20208",4,2,16,NA,1
"20209",5,2,16,NA,0
"20210",6,2,12,NA,0
"20211",7,2,9,NA,0
"20212",1,1,38,NA,7
"20213",2,2,37,NA,6
"20214",3,1,14,NA,NA
"20215",4,1,12,NA,NA
"20216",5,2,10,NA,NA
"20217",6,2,8,NA,NA
"20218",7,2,5,NA,NA
"20219",8,2,20,NA,NA
"20220",9,2,1,NA,NA
"20221",1,1,47,NA,0
"20222",2,2,43,NA,0
"20223",3,1,20,NA,0
"20224",4,2,19,35000,0
"20225",5,2,16,NA,0
"20226",6,2,13,NA,0
"20227",7,2,NA,NA,NA
"20228",8,2,8,NA,NA
"20229",9,1,5,NA,0
"20230",1,1,28,140000,6
"20231",2,2,26,NA,6
"20232",3,2,2,NA,NA
"20233",4,NA,NA,NA,NA
"20234",1,1,48,5e+05,12
"20235",2,2,38,NA,7
"20236",3,1,23,380000,11
"20237",4,1,18,NA,NA
"20238",5,1,15,NA,NA
"20239",6,1,13,NA,NA
"20240",7,2,5,NA,NA
"20241",8,NA,NA,NA,NA
"20242",9,1,11,NA,NA
"20243",1,2,43,NA,7
"20244",2,2,23,NA,13
"20245",3,2,21,1e+05,13
"20246",4,2,18,NA,11
"20247",5,2,12,NA,NA
"20248",6,2,30,4e+05,15
"20249",1,1,59,NA,9
"20250",2,2,51,NA,7
"20251",3,NA,NA,NA,NA
"20252",4,NA,NA,NA,NA
"20253",5,1,21,NA,NA
"20254",6,2,19,NA,NA
"20255",7,1,17,NA,NA
"20256",8,1,54,NA,0
"20257",1,2,42,NA,0
"20258",2,1,25,NA,NA
"20259",3,1,23,150000,11
"20260",4,1,19,60000,4
"20261",5,2,NA,NA,NA
"20262",6,1,16,NA,NA
"20263",7,1,14,NA,NA
"20264",8,1,12,NA,0
"20265",9,1,10,NA,NA
"20266",10,2,7,NA,NA
"20267",11,1,3,NA,0
"20268",12,1,48,NA,2
"20269",1,1,31,NA,7
"20270",2,2,27,NA,9
"20271",3,2,3,NA,NA
"20272",4,2,1,NA,NA
"20273",1,2,40,NA,11
"20274",2,1,42,NA,15
"20275",3,1,8,NA,NA
"20276",1,2,50,NA,6
"20277",2,1,19,NA,12
"20278",3,1,NA,NA,NA
"20279",4,2,23,NA,12
"20280",5,NA,NA,NA,NA
"20281",6,NA,NA,NA,NA
"20282",7,NA,NA,NA,NA
"20283",8,2,1,NA,NA
"20284",9,1,NA,NA,NA
"20285",1,1,63,NA,0
"20286",2,1,32,NA,0
"20287",3,NA,NA,NA,NA
"20288",4,2,25,NA,0
"20289",5,1,22,NA,0
"20290",6,2,18,NA,NA
"20291",7,2,16,NA,0
"20292",8,2,5,NA,0
"20293",9,1,2,NA,NA
"20294",11,1,0,NA,NA
"20295",12,2,22,NA,0
"20296",13,1,2,NA,NA
"20297",1,1,27,1e+05,12
"20298",2,2,21,NA,12
"20299",3,2,0,NA,NA
"20300",1,NA,NA,NA,NA
"20301",2,2,14,NA,NA
"20302",3,2,72,NA,0
"20303",4,1,11,NA,NA
"20304",1,2,77,NA,12
"20305",2,2,35,210000,12
"20306",3,2,14,NA,NA
"20307",4,1,6,NA,NA
"20308",5,2,17,NA,NA
"20309",6,2,3,NA,NA
"20310",7,2,8,NA,NA
"20311",8,2,0,NA,NA
"20312",1,1,23,NA,5
"20313",2,2,23,NA,8
"20314",3,1,28,350000,12
"20315",4,2,4,NA,NA
"20316",5,2,0,NA,NA
"20317",1,1,57,NA,10
"20318",2,2,49,NA,6
"20319",3,NA,NA,NA,NA
"20320",4,NA,NA,NA,NA
"20321",5,1,24,150000,10
"20322",6,1,23,3e+05,6
"20323",7,1,22,NA,NA
"20324",8,NA,NA,NA,NA
"20325",9,NA,NA,NA,NA
"20326",10,NA,NA,NA,NA
"20327",11,2,17,NA,NA
"20328",12,2,3,NA,0
"20329",13,2,2,NA,NA
"20330",1,2,30,150000,7
"20331",2,1,10,NA,NA
"20332",3,2,5,NA,NA
"20333",4,2,12,NA,NA
"20334",5,1,11,NA,NA
"20335",6,2,9,NA,NA
"20336",1,NA,NA,NA,NA
"20337",2,2,42,NA,7
"20338",3,NA,NA,NA,NA
"20339",4,NA,NA,NA,NA
"20340",1,1,41,NA,5
"20341",2,2,39,NA,3
"20342",3,2,19,NA,NA
"20343",4,2,16,NA,NA
"20344",5,1,13,NA,NA
"20345",6,2,11,NA,NA
"20346",7,1,8,NA,NA
"20347",8,1,5,NA,0
"20348",9,2,3,NA,0
"20349",10,1,3,NA,0
"20350",1,2,61,NA,1
"20351",2,NA,NA,NA,NA
"20352",3,NA,NA,NA,NA
"20353",4,NA,NA,NA,NA
"20354",5,NA,NA,NA,NA
"20355",6,2,NA,NA,NA
"20356",7,1,4,NA,0
"20357",8,1,4,NA,0
"20358",9,2,3,NA,0
"20359",10,1,NA,NA,NA
"20360",11,1,NA,NA,NA
"20361",13,1,NA,NA,NA
"20362",14,2,NA,NA,NA
"20363",15,2,NA,NA,NA
"20364",1,1,42,NA,3
"20365",2,2,34,NA,4
"20366",3,1,15,NA,NA
"20367",4,1,8,NA,NA
"20368",5,2,12,NA,NA
"20369",6,2,5,NA,NA
"20370",7,2,8,NA,NA
"20371",8,1,0,NA,NA
"20372",1,1,58,NA,2
"20373",2,2,48,NA,2
"20374",3,NA,NA,NA,NA
"20375",4,2,19,NA,2
"20376",5,1,9,NA,NA
"20377",6,2,5,NA,0
"20378",1,1,NA,NA,NA
"20379",2,2,NA,NA,NA
"20380",3,1,NA,NA,NA
"20381",4,2,NA,NA,NA
"20382",5,1,NA,NA,NA
"20383",6,2,NA,NA,NA
"20384",7,2,8,NA,NA
"20385",8,2,49,NA,2
"20386",1,1,60,NA,15
"20387",2,2,51,NA,11
"20388",3,2,19,NA,NA
"20389",4,2,15,NA,NA
"20390",1,NA,NA,NA,NA
"20391",2,1,29,0,5
"20392",3,2,7,NA,NA
"20393",4,1,4,NA,NA
"20394",1,1,40,NA,7
"20395",2,2,38,NA,7
"20396",3,1,16,NA,NA
"20397",4,1,15,NA,NA
"20398",5,2,10,NA,NA
"20399",1,2,59,NA,10
"20400",2,2,26,2e+05,12
"20401",3,NA,NA,NA,NA
"20402",4,NA,NA,NA,NA
"20403",5,1,7,NA,NA
"20404",6,2,3,NA,NA
"20405",1,1,43,NA,5
"20406",2,2,42,NA,7
"20407",3,1,21,NA,12
"20408",4,1,16,NA,NA
"20409",5,1,14,NA,NA
"20410",6,2,11,NA,NA
"20411",7,1,4,NA,NA
"20412",8,1,1,NA,NA
"20413",1,2,56,NA,4
"20414",2,2,NA,NA,NA
"20415",4,2,21,NA,NA
"20416",5,2,NA,NA,NA
"20417",6,1,NA,NA,NA
"20418",7,1,NA,NA,NA
"20419",8,1,NA,NA,NA
"20420",9,2,NA,NA,NA
"20421",10,1,60,650000,10
"20422",1,2,28,NA,5
"20423",2,1,2,NA,NA
"20424",1,1,38,NA,6
"20425",2,2,34,NA,6
"20426",3,1,15,NA,NA
"20427",4,2,13,NA,NA
"20428",5,2,8,NA,NA
"20429",6,2,5,NA,NA
"20430",7,NA,NA,NA,NA
"20431",8,1,17,NA,NA
"20432",1,2,52,NA,7
"20433",2,2,24,NA,NA
"20434",3,2,14,NA,NA
"20435",4,1,13,NA,NA
"20436",5,1,7,NA,NA
"20437",6,2,NA,NA,NA
"20438",7,1,59,NA,7
"20439",1,1,35,NA,6
"20440",2,2,4,NA,0
"20441",3,2,24,NA,7
"20442",1,2,42,482500,15
"20443",2,1,46,NA,15
"20444",3,2,17,NA,NA
"20445",4,1,11,NA,NA
"20446",1,1,46,NA,4
"20447",2,2,43,NA,9
"20448",3,1,16,NA,NA
"20449",4,1,11,NA,NA
"20450",5,1,13,NA,NA
"20451",6,1,19,NA,NA
"20452",7,2,20,NA,NA
"20453",8,1,3,NA,0
"20454",9,2,14,NA,2
"20455",10,2,2,NA,NA
"20456",1,1,5,NA,NA
"20457",2,1,29,NA,9
"20458",3,2,23,NA,7
"20459",4,2,1,NA,NA
"20460",1,1,50,70000,2
"20461",2,1,NA,NA,NA
"20462",3,1,12,NA,NA
"20463",4,1,11,NA,NA
"20464",5,NA,NA,NA,NA
"20465",6,NA,NA,NA,NA
"20466",7,NA,NA,NA,NA
"20467",8,NA,NA,NA,NA
"20468",1,1,45,7e+05,7
"20469",1,1,55,440000,9
"20470",2,2,52,NA,8
"20471",3,1,25,NA,NA
"20472",4,NA,NA,NA,NA
"20473",5,2,18,NA,NA
"20474",6,2,9,NA,3
"20475",1,2,24,NA,4
"20476",2,1,25,NA,5
"20477",3,2,4,NA,0
"20478",4,1,1,NA,NA
"20479",1,1,53,NA,4
"20480",2,2,48,NA,0
"20481",3,2,26,NA,0
"20482",4,NA,NA,NA,NA
"20483",5,1,22,NA,0
"20484",6,NA,NA,NA,NA
"20485",7,1,17,NA,NA
"20486",8,NA,NA,NA,NA
"20487",9,2,5,NA,0
"20488",10,2,2,NA,NA
"20489",11,2,0,NA,NA
"20490",1,2,48,NA,0
"20491",2,1,20,NA,NA
"20492",3,1,18,NA,NA
"20493",4,1,16,NA,NA
"20494",5,1,13,NA,0
"20495",6,1,11,NA,0
"20496",7,1,8,NA,0
"20497",8,1,4,NA,0
"20498",1,1,64,NA,2
"20499",2,2,32,NA,7
"20500",3,1,10,NA,NA
"20501",4,2,8,NA,NA
"20502",5,1,3,NA,0
"20503",1,NA,NA,NA,NA
"20504",2,2,48,NA,6
"20505",4,1,NA,NA,NA
"20506",5,2,25,NA,13
"20507",6,2,NA,NA,NA
"20508",7,2,18,NA,10
"20509",8,2,16,NA,NA
"20510",9,2,15,NA,NA
"20511",10,2,NA,NA,NA
"20512",11,2,8,NA,NA
"20513",12,2,0,NA,NA
"20514",1,1,26,NA,5
"20515",2,2,24,NA,5
"20516",3,2,4,NA,0
"20517",4,2,1,NA,NA
"20518",1,1,33,NA,6
"20519",2,2,33,NA,6
"20520",3,1,14,NA,NA
"20521",4,1,12,NA,NA
"20522",5,2,9,NA,NA
"20523",6,1,7,NA,NA
"20524",7,NA,NA,NA,NA
"20525",8,2,1,NA,NA
"20526",1,2,56,NA,6
"20527",2,1,25,NA,7
"20528",3,2,22,NA,5
"20529",4,1,21,NA,NA
"20530",5,1,19,NA,7
"20531",6,2,17,NA,NA
"20532",7,2,15,NA,NA
"20533",8,2,12,NA,NA
"20534",9,2,3,NA,NA
"20535",10,1,59,NA,6
"20536",11,2,NA,NA,NA
"20537",1,2,28,NA,6
"20538",2,1,31,NA,11
"20539",3,2,4,NA,0
"20540",1,1,44,NA,NA
"20541",2,2,43,NA,NA
"20542",3,1,21,NA,NA
"20543",4,2,14,NA,NA
"20544",5,2,9,NA,NA
"20545",6,2,8,NA,NA
"20546",7,1,8,NA,NA
"20547",8,2,NA,NA,NA
"20548",1,2,19,NA,6
"20549",2,1,30,6e+05,7
"20550",3,1,2,NA,NA
"20551",4,2,0,NA,NA
"20552",1,1,28,350000,7
"20553",2,2,27,NA,12
"20554",3,2,3,NA,0
"20555",4,1,0,NA,NA
"20556",1,2,48,NA,0
"20557",2,1,20,NA,NA
"20558",1,2,50,NA,0
"20559",2,2,24,NA,11
"20560",3,NA,NA,NA,NA
"20561",4,1,10,NA,NA
"20562",5,2,12,NA,NA
"20563",1,2,34,NA,11
"20564",2,2,11,NA,NA
"20565",3,2,10,NA,NA
"20566",4,2,6,NA,NA
"20567",5,2,8,NA,NA
"20568",6,1,3,NA,NA
"20569",7,1,17,NA,2
"20570",8,1,35,NA,13
"20571",9,2,8,NA,NA
"20572",1,2,39,NA,0
"20573",2,1,11,NA,NA
"20574",3,2,31,NA,4
"20575",4,1,2,NA,NA
"20576",1,1,23,60000,5
"20577",2,2,21,40000,4
"20578",3,2,0,NA,NA
"20579",1,1,55,NA,9
"20580",2,2,53,NA,1
"20581",3,2,NA,NA,NA
"20582",4,1,NA,NA,NA
"20583",5,1,26,NA,NA
"20584",6,2,24,NA,NA
"20585",7,2,22,NA,NA
"20586",8,1,16,NA,NA
"20587",9,2,14,NA,NA
"20588",10,2,11,NA,NA
"20589",11,2,NA,NA,NA
"20590",12,2,NA,NA,NA
"20591",13,2,14,NA,NA
"20592",1,2,58,NA,12
"20593",2,NA,NA,NA,NA
"20594",3,NA,NA,NA,NA
"20595",4,NA,NA,NA,NA
"20596",5,NA,NA,NA,NA
"20597",6,2,11,NA,NA
"20598",7,NA,NA,NA,NA
"20599",8,1,13,NA,NA
"20600",9,NA,NA,NA,NA
"20601",10,1,14,NA,NA
"20602",1,2,60,NA,0
"20603",2,2,18,NA,0
"20604",3,1,15,NA,NA
"20605",4,1,6,NA,NA
"20606",1,2,68,NA,0
"20607",2,2,11,NA,NA
"20608",1,1,39,NA,0
"20609",2,2,34,NA,9
"20610",3,1,18,NA,NA
"20611",4,1,13,NA,NA
"20612",5,2,14,NA,4
"20613",6,1,11,NA,NA
"20614",7,2,9,NA,NA
"20615",9,2,1,NA,NA
"20616",1,1,5,NA,NA
"20617",2,1,10,NA,NA
"20618",3,1,15,NA,NA
"20619",4,2,2,NA,NA
"20620",5,2,13,NA,NA
"20621",6,2,7,NA,NA
"20622",7,2,37,NA,7
"20623",8,1,40,5e+05,11
"20624",1,1,33,NA,7
"20625",2,2,12,NA,NA
"20626",3,2,11,NA,NA
"20627",4,NA,NA,NA,NA
"20628",5,NA,NA,NA,NA
"20629",6,NA,NA,NA,NA
"20630",7,2,18,NA,7
"20631",8,2,1,NA,NA
"20632",9,1,14,NA,NA
"20633",1,1,42,NA,7
"20634",2,2,33,NA,5
"20635",3,NA,NA,NA,NA
"20636",4,NA,NA,NA,NA
"20637",5,2,7,NA,NA
"20638",6,2,5,NA,NA
"20639",7,2,11,NA,NA
"20640",8,NA,NA,NA,NA
"20641",9,1,0,NA,NA
"20642",1,1,NA,NA,NA
"20643",2,1,24,2e+05,11
"20644",3,1,28,NA,NA
"20645",4,2,NA,NA,NA
"20646",5,2,55,NA,5
"20647",6,2,17,NA,NA
"20648",7,1,17,NA,NA
"20649",8,2,19,NA,NA
"20650",1,1,46,NA,12
"20651",2,2,39,NA,11
"20652",3,1,7,NA,NA
"20653",4,2,25,250000,12
"20654",5,2,NA,NA,NA
"20655",6,2,NA,NA,NA
"20656",1,1,38,180000,6
"20657",2,2,26,NA,4
"20658",3,2,2,NA,NA
"20659",1,2,24,NA,8
"20660",2,2,6,NA,NA
"20661",3,NA,NA,NA,NA
"20662",4,1,2,NA,NA
"20663",5,1,56,NA,7
"20664",6,2,0,NA,NA
"20665",1,2,45,425000,12
"20666",2,1,20,NA,12
"20667",3,1,17,NA,NA
"20668",4,2,14,NA,NA
"20669",5,2,12,NA,NA
"20670",6,1,8,NA,NA
"20671",7,2,5,NA,NA
"20672",8,1,NA,NA,NA
"20673",1,1,25,NA,NA
"20674",2,1,21,NA,7
"20675",3,2,21,NA,NA
"20676",4,1,19,NA,9
"20677",5,NA,NA,NA,NA
"20678",6,1,17,NA,NA
"20679",7,2,15,NA,NA
"20680",8,2,10,NA,NA
"20681",9,2,42,NA,4
"20682",10,NA,NA,NA,NA
"20683",1,2,27,NA,8
"20684",2,1,6,NA,0
"20685",3,2,3,NA,0
"20686",4,2,0,NA,NA
"20687",1,1,27,NA,5
"20688",2,2,23,NA,4
"20689",3,1,4,NA,NA
"20690",4,2,2,NA,NA
"20691",5,2,0,NA,NA
"20692",1,1,58,NA,6
"20693",2,2,57,NA,0
"20694",3,NA,NA,NA,NA
"20695",4,NA,NA,NA,NA
"20696",5,NA,NA,NA,NA
"20697",6,1,16,NA,NA
"20698",7,2,13,NA,NA
"20699",8,NA,NA,NA,NA
"20700",9,NA,NA,NA,NA
"20701",10,NA,NA,NA,NA
"20702",1,1,40,NA,6
"20703",2,2,32,70000,6
"20704",3,1,18,2e+05,8
"20705",4,NA,NA,NA,NA
"20706",5,1,15,NA,NA
"20707",6,2,13,NA,NA
"20708",7,2,11,NA,NA
"20709",8,1,6,NA,NA
"20710",9,2,9,NA,NA
"20711",1,2,23,NA,7
"20712",2,NA,NA,NA,NA
"20713",3,2,48,NA,7
"20714",4,1,NA,NA,NA
"20715",5,1,26,145000,5
"20716",6,1,22,1e+05,12
"20717",7,2,NA,NA,NA
"20718",8,1,11,NA,NA
"20719",9,1,8,NA,NA
"20720",10,1,NA,NA,NA
"20721",11,2,7,NA,NA
"20722",12,2,NA,NA,NA
"20723",13,2,NA,NA,NA
"20724",14,2,4,NA,NA
"20725",15,2,29,NA,6
"20726",1,1,46,NA,6
"20727",2,2,34,NA,5
"20728",3,2,16,NA,7
"20729",4,2,15,NA,NA
"20730",5,1,9,NA,NA
"20731",6,1,7,NA,NA
"20732",7,1,1,NA,NA
"20733",8,2,0,NA,NA
"20734",1,2,75,NA,0
"20735",2,1,NA,NA,NA
"20736",1,2,78,NA,0
"20737",2,NA,NA,NA,NA
"20738",3,NA,NA,NA,NA
"20739",4,NA,NA,NA,NA
"20740",5,NA,NA,NA,NA
"20741",6,1,7,NA,NA
"20742",7,2,14,NA,NA
"20743",1,1,51,NA,5
"20744",2,2,44,NA,3
"20745",3,NA,NA,NA,NA
"20746",4,1,24,NA,7
"20747",5,1,23,NA,12
"20748",6,2,0,NA,NA
"20749",7,2,23,NA,11
"20750",8,2,25,NA,5
"20751",1,1,73,NA,0
"20752",2,2,59,NA,5
"20753",3,NA,NA,NA,NA
"20754",4,2,21,NA,NA
"20755",5,2,15,NA,NA
"20756",1,1,76,NA,0
"20757",2,2,70,NA,0
"20758",3,1,31,NA,4
"20759",4,NA,NA,NA,NA
"20760",5,1,25,NA,5
"20761",6,NA,NA,NA,NA
"20762",7,2,6,NA,0
"20763",8,2,3,NA,0
"20764",1,2,53,NA,10
"20765",2,NA,NA,NA,NA
"20766",3,NA,NA,NA,NA
"20767",4,NA,NA,NA,NA
"20768",5,NA,NA,NA,NA
"20769",6,NA,NA,NA,NA
"20770",7,NA,NA,NA,NA
"20771",1,1,70,NA,11
"20772",2,2,40,NA,7
"20773",3,2,10,NA,NA
"20774",4,1,19,350000,7
"20775",5,2,16,NA,NA
"20776",6,2,21,NA,12
"20777",7,2,11,NA,NA
"20778",8,2,20,NA,11
"20779",9,1,2,NA,NA
"20780",10,1,13,NA,NA
"20781",1,1,29,150000,12
"20782",2,2,25,NA,6
"20783",3,1,6,NA,NA
"20784",4,2,3,NA,0
"20785",5,2,14,NA,NA
"20786",1,1,47,NA,7
"20787",2,2,44,NA,2
"20788",3,1,9,NA,NA
"20789",4,2,7,NA,NA
"20790",5,NA,NA,NA,NA
"20791",6,NA,NA,NA,NA
"20792",7,1,58,1e+05,8
"20793",8,2,4,NA,0
"20794",1,1,44,NA,8
"20795",2,2,37,NA,6
"20796",3,2,16,NA,NA
"20797",4,2,14,NA,NA
"20798",5,2,12,NA,NA
"20799",6,1,10,NA,NA
"20800",7,1,8,NA,NA
"20801",8,1,3,NA,0
"20802",9,2,10,NA,NA
"20803",10,1,1,NA,NA
"20804",1,2,7,NA,0
"20805",2,2,68,NA,0
"20806",3,2,30,NA,0
"20807",4,1,19,NA,0
"20808",5,1,5,NA,0
"20809",6,2,2,NA,NA
"20810",7,1,7,NA,0
"20811",1,2,28,140000,9
"20812",2,NA,NA,NA,NA
"20813",3,NA,NA,NA,NA
"20814",4,1,2,NA,NA
"20815",1,2,31,NA,7
"20816",2,1,5,NA,0
"20817",3,1,22,NA,3
"20818",4,1,0,NA,NA
"20819",1,2,84,NA,0
"20820",3,1,23,NA,NA
"20821",4,1,15,NA,NA
"20822",5,2,43,NA,7
"20823",6,2,2,NA,NA
"20824",7,2,21,NA,5
"20825",8,1,13,NA,NA
"20826",9,1,10,NA,NA
"20827",10,2,8,NA,NA
"20828",11,2,21,NA,NA
"20829",12,2,45,NA,3
"20830",1,2,45,NA,6
"20831",2,2,11,NA,NA
"20832",3,1,15,NA,NA
"20833",4,2,18,NA,9
"20834",1,1,61,NA,12
"20835",2,2,55,NA,7
"20836",3,NA,NA,NA,NA
"20837",4,NA,NA,NA,NA
"20838",5,NA,NA,NA,NA
"20839",6,2,18,NA,NA
"20840",7,NA,NA,NA,NA
"20841",8,NA,NA,NA,NA
"20842",9,2,18,NA,11
"20843",10,1,9,NA,NA
"20844",11,1,20,NA,11
"20845",12,2,17,NA,NA
"20846",13,1,5,NA,NA
"20847",14,1,8,NA,NA
"20848",1,2,32,NA,11
"20849",2,1,39,530000,13
"20850",3,2,10,NA,NA
"20851",4,2,3,NA,NA
"20852",5,1,NA,NA,NA
"20853",6,2,NA,NA,NA
"20854",7,1,1,NA,NA
"20855",1,1,42,NA,7
"20856",2,2,40,NA,8
"20857",3,2,NA,NA,NA
"20858",4,2,NA,NA,NA
"20859",5,1,16,NA,NA
"20860",6,2,13,NA,NA
"20861",7,1,11,NA,NA
"20862",8,2,8,NA,NA
"20863",9,1,5,NA,NA
"20864",1,NA,NA,NA,NA
"20865",2,2,59,NA,11
"20866",3,NA,NA,NA,NA
