"","id_ind","ind_sex","ind_age","ind_main_job_wage","ind_education_years"
"19118",6,2,70,NA,0
"19119",7,1,59,NA,0
"19120",1,1,65,NA,4
"19121",2,2,53,NA,5
"19122",3,1,NA,NA,NA
"19123",4,1,23,NA,4
"19124",5,2,NA,NA,NA
"19125",6,2,18,NA,NA
"19126",7,2,12,NA,NA
"19127",8,2,10,NA,NA
"19128",9,1,3,NA,0
"19129",10,2,1,NA,NA
"19130",1,1,28,250000,9
"19131",2,2,25,NA,7
"19132",3,2,6,NA,NA
"19133",1,2,78,NA,0
"19134",2,1,33,NA,7
"19135",1,1,26,NA,7
"19136",2,2,26,NA,5
"19137",3,1,4,NA,0
"19138",4,1,1,NA,NA
"19139",1,1,43,1e+05,5
"19140",2,2,NA,NA,NA
"19141",3,2,NA,NA,NA
"19142",4,2,NA,NA,NA
"19143",5,2,NA,NA,NA
"19144",6,2,NA,NA,NA
"19145",1,1,27,150000,12
"19146",1,2,53,NA,1
"19147",2,NA,NA,NA,NA
"19148",3,NA,NA,NA,NA
"19149",4,NA,NA,NA,NA
"19150",5,NA,NA,NA,NA
"19151",6,1,18,NA,6
"19152",7,2,12,NA,NA
"19153",8,NA,NA,NA,NA
"19154",1,1,39,20000,8
"19155",2,NA,NA,NA,NA
"19156",3,NA,NA,NA,NA
"19157",4,NA,NA,NA,NA
"19158",5,NA,NA,NA,NA
"19159",6,NA,NA,NA,NA
"19160",1,2,56,NA,7
"19161",2,1,NA,NA,NA
"19162",3,1,27,NA,11
"19163",4,NA,NA,NA,NA
"19164",5,1,18,NA,4
"19165",6,1,NA,NA,NA
"19166",7,1,NA,NA,NA
"19167",8,1,NA,NA,NA
"19168",9,2,21,NA,8
"19169",10,2,NA,NA,NA
"19170",11,1,NA,NA,NA
"19171",12,1,0,NA,NA
"19172",1,1,38,NA,12
"19173",2,2,22,NA,5
"19174",3,NA,NA,NA,NA
"19175",4,NA,NA,NA,NA
"19176",5,NA,NA,NA,NA
"19177",1,2,66,NA,0
"19178",2,1,70,NA,6
"19179",0,NA,NA,NA,NA
"19180",1,2,29,NA,6
"19181",2,2,NA,NA,NA
"19182",3,2,5,NA,NA
"19183",4,1,2,NA,NA
"19184",5,1,29,250000,9
"19185",1,2,22,NA,8
"19186",2,1,24,NA,7
"19187",3,1,2,NA,NA
"19188",1,2,53,NA,0
"19189",2,1,NA,NA,NA
"19190",3,1,20,NA,2
"19191",4,2,18,NA,4
"19192",5,2,NA,NA,NA
"19193",6,1,86,NA,6
"19194",7,2,33,NA,5
"19195",8,2,8,NA,NA
"19196",9,1,52,NA,0
"19197",1,1,58,NA,0
"19198",2,2,47,NA,0
"19199",3,1,13,NA,NA
"19200",4,2,11,NA,NA
"19201",5,NA,NA,NA,NA
"19202",1,1,71,NA,4
"19203",2,2,47,NA,3
"19204",3,1,18,NA,7
"19205",4,1,21,NA,7
"19206",5,2,7,NA,NA
"19207",1,1,70,NA,3
"19208",2,2,49,NA,0
"19209",3,1,9,NA,NA
"19210",1,1,65,NA,7
"19211",2,2,58,NA,0
"19212",3,2,11,NA,NA
"19213",4,1,18,NA,4
"19214",5,2,7,NA,NA
"19215",1,1,NA,NA,NA
"19216",2,2,66,NA,2
"19217",3,2,18,NA,0
"19218",4,1,17,NA,NA
"19219",5,2,NA,NA,NA
"19220",6,2,NA,NA,NA
"19221",7,2,NA,NA,NA
"19222",8,2,NA,NA,NA
"19223",9,1,13,NA,NA
"19224",10,2,4,NA,0
"19225",1,2,51,NA,0
"19226",2,NA,NA,NA,NA
"19227",3,NA,NA,NA,NA
"19228",4,NA,NA,NA,NA
"19229",5,1,11,NA,NA
"19230",6,1,49,NA,11
"19231",7,NA,NA,NA,NA
"19232",8,1,6,NA,NA
"19233",9,1,13,NA,NA
"19234",10,2,3,NA,0
"19235",1,2,38,NA,11
"19236",2,1,11,NA,NA
"19237",3,1,10,NA,NA
"19238",4,1,18,NA,NA
"19239",5,1,6,NA,NA
"19240",6,2,5,NA,NA
"19241",7,2,NA,NA,NA
"19242",8,2,NA,NA,NA
"19243",9,1,56,8e+05,5
"19244",1,1,35,NA,8
"19245",2,2,32,NA,7
"19246",3,2,11,NA,NA
"19247",4,1,9,NA,NA
"19248",5,1,6,NA,NA
"19249",6,1,2,NA,NA
"19250",1,1,75,NA,12
"19251",2,NA,NA,NA,NA
"19252",3,1,27,NA,12
"19253",4,2,74,NA,1
"19254",5,2,22,NA,4
"19255",0,NA,NA,NA,NA
"19256",1,2,59,NA,8
"19257",2,1,NA,NA,NA
"19258",3,2,18,NA,NA
"19259",4,2,84,NA,0
"19260",5,1,11,NA,NA
"19261",6,2,8,NA,NA
"19262",1,1,35,NA,NA
"19263",2,2,31,NA,15
"19264",3,1,6,NA,NA
"19265",4,2,4,NA,NA
"19266",1,1,60,NA,15
"19267",2,2,60,NA,9
"19268",3,NA,NA,NA,NA
"19269",4,NA,NA,NA,NA
"19270",5,NA,NA,NA,NA
"19271",6,1,24,NA,NA
"19272",7,1,28,NA,12
"19273",8,NA,NA,NA,NA
"19274",9,2,18,NA,NA
"19275",10,2,49,NA,11
"19276",11,1,16,NA,NA
"19277",1,1,50,NA,7
"19278",2,2,39,NA,5
"19279",3,NA,NA,NA,NA
"19280",4,NA,NA,NA,NA
"19281",5,2,10,NA,NA
"19282",6,2,10,NA,NA
"19283",1,1,53,NA,0
"19284",2,2,51,NA,1
"19285",3,NA,NA,NA,NA
"19286",4,1,22,NA,5
"19287",5,NA,NA,NA,NA
"19288",6,1,16,NA,NA
"19289",7,1,12,NA,NA
"19290",8,1,6,NA,0
"19291",9,1,4,NA,0
"19292",10,2,NA,NA,NA
"19293",1,1,66,NA,12
"19294",2,2,61,NA,0
"19295",3,NA,NA,NA,NA
"19296",4,2,17,NA,4
"19297",5,1,22,NA,12
"19298",1,2,65,NA,0
"19299",2,1,66,NA,6
"19300",3,2,24,NA,4
"19301",4,2,NA,NA,NA
"19302",5,2,12,NA,3
"19303",6,1,4,NA,NA
"19304",7,2,0,NA,NA
"19305",1,2,34,NA,5
"19306",2,1,16,NA,NA
"19307",3,1,13,NA,NA
"19308",4,2,11,NA,NA
"19309",5,2,8,NA,NA
"19310",6,2,5,NA,0
"19311",7,2,1,NA,NA
"19312",1,2,39,NA,10
"19313",2,2,6,NA,NA
"19314",3,1,1,NA,NA
"19315",4,1,28,3e+05,11
"19316",1,1,49,NA,4
"19317",2,2,37,NA,0
"19318",3,2,11,NA,2
"19319",4,2,5,NA,0
"19320",5,2,3,NA,0
"19321",1,2,39,NA,0
"19322",2,2,22,NA,11
"19323",3,1,19,NA,NA
"19324",4,NA,NA,NA,NA
"19325",5,2,17,NA,NA
"19326",6,1,14,NA,NA
"19327",7,1,11,NA,NA
"19328",8,2,9,NA,NA
"19329",9,2,7,NA,NA
"19330",1,1,38,NA,2
"19331",1,1,39,NA,7
"19332",2,2,29,NA,6
"19333",3,2,12,NA,NA
"19334",4,1,10,NA,NA
"19335",5,2,8,NA,NA
"19336",6,2,2,NA,NA
"19337",0,NA,NA,NA,NA
"19338",1,1,NA,NA,NA
"19339",2,1,31,NA,7
"19340",3,2,NA,NA,NA
"19341",4,2,29,NA,5
"19342",1,1,76,NA,9
"19343",2,2,69,NA,5
"19344",3,NA,NA,NA,NA
"19345",4,NA,NA,NA,NA
"19346",1,2,55,NA,0
"19347",2,NA,NA,NA,NA
"19348",3,NA,NA,NA,NA
"19349",4,2,15,NA,NA
"19350",5,NA,NA,NA,NA
"19351",6,1,8,NA,0
"19352",7,2,4,NA,0
"19353",8,1,5,NA,0
"19354",9,1,2,NA,NA
"19355",10,1,0,NA,NA
"19356",1,NA,NA,NA,NA
"19357",2,2,37,NA,9
"19358",3,NA,NA,NA,NA
"19359",4,NA,NA,NA,NA
"19360",1,1,44,NA,15
"19361",2,2,37,NA,12
"19362",3,1,13,NA,NA
"19363",4,2,9,NA,NA
"19364",5,NA,NA,NA,NA
"19365",6,1,4,NA,NA
"19366",1,1,61,NA,7
"19367",2,2,67,NA,3
"19368",1,2,26,NA,0
"19369",2,1,26,NA,0
"19370",3,2,6,NA,0
"19371",1,2,25,NA,3
"19372",2,2,8,NA,NA
"19373",3,1,29,NA,9
"19374",4,2,5,NA,0
"19375",5,2,2,NA,NA
"19376",1,1,58,NA,6
"19377",1,1,26,NA,6
"19378",2,2,19,NA,5
"19379",3,NA,NA,NA,NA
"19380",1,2,39,NA,11
"19381",2,2,19,NA,13
"19382",3,2,15,NA,NA
"19383",4,2,13,NA,NA
"19384",5,1,17,NA,NA
"19385",1,1,48,NA,15
"19386",2,2,42,NA,12
"19387",3,2,20,NA,11
"19388",4,1,17,NA,NA
"19389",5,1,15,NA,NA
"19390",6,1,13,NA,NA
"19391",7,NA,NA,NA,NA
"19392",8,NA,NA,NA,NA
"19393",9,2,NA,NA,NA
"19394",1,1,45,NA,6
"19395",2,NA,NA,NA,NA
"19396",3,2,44,NA,3
"19397",4,1,13,NA,1
"19398",5,1,12,NA,0
"19399",6,1,10,NA,0
"19400",7,1,7,NA,0
"19401",8,NA,NA,NA,NA
"19402",9,2,3,NA,0
"19403",1,1,50,NA,7
"19404",2,2,45,NA,6
"19405",3,1,18,NA,6
"19406",4,1,20,350000,5
"19407",5,2,14,NA,NA
"19408",6,2,16,NA,6
"19409",7,2,22,NA,NA
"19410",8,1,5,NA,NA
"19411",1,1,84,NA,0
"19412",2,2,37,NA,5
"19413",3,1,13,NA,NA
"19414",4,1,10,NA,1
"19415",5,NA,NA,NA,NA
"19416",6,1,7,NA,0
"19417",7,1,4,NA,0
"19418",1,1,55,NA,7
"19419",2,2,38,60000,3
"19420",3,1,20,NA,NA
"19421",4,1,19,20000,NA
"19422",5,1,12,NA,NA
"19423",6,2,9,NA,NA
"19424",7,1,7,NA,0
"19425",8,1,3,NA,0
"19426",9,1,0,NA,NA
"19427",1,1,25,NA,7
"19428",2,2,27,30000,3
"19429",3,1,3,NA,0
"19430",4,1,1,NA,NA
"19431",1,1,32,NA,5
"19432",1,1,56,NA,4
"19433",2,2,47,NA,2
"19434",3,NA,NA,NA,NA
"19435",4,2,23,1e+05,11
"19436",5,1,21,NA,4
"19437",6,2,20,NA,5
"19438",7,1,14,NA,NA
"19439",8,2,12,NA,NA
"19440",9,2,10,NA,NA
"19441",10,2,7,NA,NA
"19442",11,1,5,NA,NA
"19443",12,2,2,NA,NA
"19444",13,2,1,NA,NA
"19445",14,1,1,NA,NA
"19446",1,1,55,NA,7
"19447",2,NA,NA,NA,NA
"19448",3,1,17,NA,6
"19449",4,NA,NA,NA,NA
"19450",5,NA,NA,NA,NA
"19451",6,NA,NA,NA,NA
"19452",7,NA,NA,NA,NA
"19453",8,2,42,NA,7
"19454",9,2,2,NA,NA
"19455",10,2,1,NA,NA
"19456",11,1,5,NA,NA
"19457",1,2,18,NA,5
"19458",2,1,23,NA,12
"19459",3,1,2,NA,NA
"19460",4,1,1,NA,NA
"19461",1,1,49,5e+05,12
"19462",2,2,30,NA,8
"19463",3,1,7,NA,NA
"19464",4,1,4,NA,NA
"19465",1,1,31,5e+05,12
"19466",2,2,28,4e+05,15
"19467",3,2,2,NA,NA
"19468",4,1,24,120000,12
"19469",1,2,46,NA,5
"19470",2,1,24,360000,7
"19471",3,1,13,NA,NA
"19472",4,2,12,NA,NA
"19473",5,2,11,NA,NA
"19474",6,2,18,NA,6
"19475",7,2,9,NA,NA
"19476",8,2,11,NA,NA
"19477",9,1,8,NA,NA
"19478",10,2,1,NA,NA
"19479",11,1,18,125000,6
"19480",12,2,0,NA,NA
"19481",1,2,NA,NA,NA
"19482",2,1,15,NA,0
"19483",3,2,42,NA,4
"19484",4,1,13,NA,NA
"19485",5,1,6,NA,NA
"19486",6,2,3,NA,0
"19487",7,1,1,NA,NA
"19488",1,1,45,680500,15
"19489",2,2,38,NA,12
"19490",3,1,15,NA,NA
"19491",4,2,13,NA,NA
"19492",9,2,36,NA,3
"19493",10,2,NA,NA,NA
"19494",11,2,NA,NA,NA
"19495",12,2,14,NA,NA
"19496",13,1,7,NA,NA
"19497",14,2,5,NA,NA
"19498",15,2,NA,NA,NA
"19499",16,1,44,NA,4
"19500",1,2,60,NA,11
"19501",2,1,27,2400000,15
"19502",3,2,80,NA,0
"19503",4,1,21,NA,NA
"19504",5,1,36,NA,12
"19505",1,1,46,NA,6
"19506",2,2,39,NA,7
"19507",3,1,15,NA,NA
"19508",4,1,14,NA,NA
"19509",5,1,11,NA,NA
"19510",6,2,7,NA,NA
"19511",7,1,4,NA,NA
"19512",8,2,1,NA,NA
"19513",1,2,29,NA,7
"19514",2,1,50,550000,12
"19515",3,NA,NA,NA,NA
"19516",4,NA,NA,NA,NA
"19517",5,1,9,NA,NA
"19518",6,1,7,NA,NA
"19519",7,2,3,NA,NA
"19520",1,NA,NA,NA,NA
"19521",2,2,41,NA,7
"19522",3,NA,NA,NA,NA
"19523",4,NA,NA,NA,NA
"19524",5,NA,NA,NA,NA
"19525",6,1,10,NA,NA
"19526",7,NA,NA,NA,NA
"19527",1,NA,NA,NA,NA
"19528",3,NA,NA,NA,NA
"19529",4,1,NA,NA,NA
"19530",5,2,NA,NA,NA
"19531",6,2,NA,NA,NA
"19532",7,1,NA,NA,NA
"19533",8,2,NA,NA,NA
"19534",9,1,NA,NA,NA
"19535",10,2,NA,NA,NA
"19536",11,1,NA,NA,NA
"19537",12,1,40,NA,11
"19538",13,2,37,NA,1
"19539",1,NA,NA,NA,NA
"19540",2,NA,NA,NA,NA
"19541",3,NA,NA,NA,NA
"19542",4,1,60,NA,6
"19543",1,1,47,NA,7
"19544",2,2,42,NA,7
"19545",3,NA,NA,NA,NA
"19546",4,NA,NA,NA,NA
"19547",5,NA,NA,NA,NA
"19548",6,1,15,NA,NA
"19549",7,2,11,NA,NA
"19550",8,2,8,NA,NA
"19551",9,NA,NA,NA,NA
"19552",1,2,39,NA,2
"19553",2,2,21,NA,7
"19554",3,2,10,NA,NA
"19555",4,2,16,NA,NA
"19556",5,1,5,NA,NA
"19557",6,1,2,NA,NA
"19558",7,2,23,NA,5
"19559",8,2,7,NA,NA
"19560",1,1,50,NA,5
"19561",2,2,40,NA,6
"19562",3,1,19,3e+05,4
"19563",4,1,13,NA,NA
"19564",5,2,11,NA,NA
"19565",6,1,9,NA,NA
"19566",7,1,7,NA,NA
"19567",8,2,7,NA,NA
"19568",9,2,4,NA,NA
"19569",10,2,24,NA,11
"19570",11,2,3,NA,0
"19571",12,2,0,NA,NA
"19572",1,2,38,NA,4
"19573",2,1,14,NA,NA
"19574",3,2,13,NA,NA
"19575",4,2,10,NA,NA
"19576",5,2,19,80000,4
"19577",6,2,7,NA,NA
"19578",7,2,15,NA,5
"19579",8,1,40,NA,6
"19580",3,2,11,NA,NA
"19581",1,1,66,NA,4
"19582",2,1,NA,NA,NA
"19583",3,2,3,NA,0
"19584",1,1,28,NA,5
"19585",2,2,25,NA,4
"19586",3,1,2,NA,NA
"19587",4,1,5,NA,0
"19588",5,2,6,NA,NA
"19589",6,2,0,NA,NA
"19590",1,1,33,NA,7
"19591",2,2,NA,NA,NA
"19592",3,1,NA,NA,NA
"19593",4,1,NA,NA,NA
"19594",5,1,NA,NA,NA
"19595",6,1,NA,NA,NA
"19596",7,2,NA,NA,NA
"19597",8,2,21,NA,5
"19598",9,1,NA,NA,NA
"19599",1,2,50,NA,0
"19600",2,NA,NA,NA,NA
"19601",3,1,23,NA,7
"19602",4,1,21,NA,4
"19603",5,2,16,NA,NA
"19604",6,NA,NA,NA,NA
"19605",1,NA,NA,NA,NA
"19606",2,NA,NA,NA,NA
"19607",3,1,35,NA,3
"19608",4,2,20,NA,NA
"19609",5,2,56,NA,12
"19610",6,1,21,NA,6
"19611",7,1,22,NA,NA
"19612",8,2,19,NA,NA
"19613",9,1,62,NA,12
"19614",10,2,22,NA,NA
"19615",1,2,64,NA,0
"19616",2,2,23,NA,6
"19617",3,1,21,NA,NA
"19618",4,NA,NA,NA,NA
"19619",5,1,17,NA,NA
"19620",6,2,14,NA,NA
"19621",7,NA,NA,NA,NA
"19622",1,2,26,NA,6
"19623",2,1,38,NA,NA
"19624",3,2,5,NA,NA
"19625",4,2,33,120000,11
"19626",5,1,27,NA,11
"19627",6,2,22,NA,NA
"19628",7,1,17,NA,NA
"19629",8,1,NA,NA,NA
"19630",9,2,2,NA,NA
"19631",1,1,44,620000,15
"19632",2,1,21,NA,11
"19633",3,1,18,NA,NA
"19634",4,1,15,NA,NA
"19635",5,1,13,NA,NA
"19636",6,2,40,NA,3
"19637",7,1,12,NA,NA
"19638",8,2,10,NA,NA
"19639",9,1,4,NA,0
"19640",2,1,32,NA,10
"19641",3,1,14,NA,NA
"19642",4,2,12,NA,NA
"19643",5,2,11,NA,NA
"19644",6,1,8,NA,NA
"19645",7,2,31,NA,9
"19646",8,1,6,NA,NA
"19647",1,2,28,350000,3
"19648",2,NA,NA,NA,NA
"19649",3,2,3,NA,0
"19650",4,1,1,NA,NA
"19651",1,1,58,NA,0
"19652",2,2,52,NA,0
"19653",3,NA,NA,NA,NA
"19654",4,1,28,NA,11
"19655",5,1,25,NA,9
"19656",6,1,23,NA,11
"19657",7,NA,NA,NA,NA
"19658",8,1,19,NA,NA
"19659",9,1,14,NA,NA
"19660",10,2,12,NA,NA
"19661",11,1,7,NA,NA
"19662",12,NA,NA,NA,NA
"19663",13,NA,NA,NA,NA
"19664",14,NA,NA,NA,NA
"19665",15,NA,NA,NA,NA
"19666",16,2,NA,NA,NA
"19667",1,2,24,NA,6
"19668",2,1,28,NA,7
"19669",3,1,4,NA,0
"19670",4,2,0,NA,NA
"19671",1,2,35,NA,7
"19672",2,1,14,NA,NA
"19673",3,2,12,NA,NA
"19674",4,2,6,NA,0
"19675",5,1,37,NA,2
"19676",1,2,NA,NA,NA
"19677",2,1,NA,NA,NA
"19678",3,1,NA,NA,NA
"19679",4,2,NA,NA,NA
"19680",5,2,17,NA,11
"19681",6,1,14,NA,NA
"19682",7,2,12,NA,NA
"19683",8,2,8,NA,NA
"19684",9,1,NA,NA,NA
"19685",10,2,NA,NA,NA
"19686",11,1,50,NA,7
"19687",1,2,63,NA,0
"19688",2,2,17,NA,NA
"19689",1,2,55,NA,6
"19690",2,1,70,NA,3
"19691",3,NA,NA,NA,NA
"19692",4,NA,NA,NA,NA
"19693",5,1,12,NA,NA
"19694",6,1,11,NA,NA
"19695",7,1,7,NA,NA
"19696",8,2,5,NA,NA
"19697",1,1,46,NA,2
"19698",2,NA,NA,NA,NA
"19699",3,2,35,NA,11
"19700",4,NA,NA,NA,NA
"19701",5,1,21,NA,6
"19702",6,2,18,NA,6
"19703",7,1,17,NA,5
"19704",8,2,0,NA,NA
"19705",9,1,3,NA,0
"19706",10,1,0,NA,NA
"19707",1,1,29,NA,9
"19708",2,2,31,NA,7
"19709",3,2,5,NA,NA
"19710",4,1,2,NA,NA
"19711",5,1,0,NA,NA
"19712",1,2,41,NA,3
"19713",2,1,43,NA,12
"19714",3,NA,NA,NA,NA
"19715",4,2,19,NA,12
"19716",5,2,16,NA,NA
"19717",6,2,14,NA,NA
"19718",7,1,12,NA,NA
"19719",8,2,10,NA,NA
"19720",9,1,8,NA,NA
"19721",10,1,29,70000,12
"19722",11,1,6,NA,NA
"19723",12,NA,NA,NA,NA
"19724",13,NA,NA,NA,NA
"19725",14,2,20,35000,11
"19726",1,1,47,8e+05,15
"19727",2,2,43,NA,12
"19728",3,NA,NA,NA,NA
"19729",4,2,19,NA,NA
"19730",5,1,17,NA,NA
"19731",6,1,9,NA,NA
"19732",1,2,26,NA,15
"19733",2,1,29,5e+05,15
"19734",3,2,0,NA,NA
"19735",1,1,29,NA,15
"19736",2,2,25,NA,12
"19737",3,1,0,NA,NA
"19738",1,1,54,330000,12
"19739",2,2,50,NA,4
"19740",3,1,25,NA,13
"19741",4,1,13,NA,NA
"19742",5,1,5,NA,0
"19743",6,2,9,NA,NA
"19744",7,2,2,NA,NA
"19745",1,1,43,NA,9
"19746",2,2,41,90000,3
"19747",3,1,18,NA,NA
"19748",4,1,13,NA,NA
"19749",5,1,10,NA,NA
"19750",6,1,3,NA,0
"19751",7,1,17,NA,0
"19752",1,2,39,NA,NA
"19753",2,2,20,NA,NA
"19754",3,2,15,NA,NA
"19755",4,2,13,NA,NA
"19756",5,1,10,NA,NA
"19757",6,2,9,NA,NA
"19758",7,2,6,NA,NA
"19759",8,2,0,NA,NA
"19760",1,2,46,NA,6
"19761",2,1,22,NA,11
"19762",3,1,20,NA,NA
"19763",4,2,18,NA,NA
"19764",5,2,13,NA,0
"19765",6,2,16,NA,NA
"19766",7,1,8,NA,NA
"19767",8,2,7,NA,0
"19768",1,1,36,15000,7
"19769",1,1,43,NA,3
"19770",2,2,38,NA,3
"19771",3,NA,NA,NA,NA
"19772",4,1,14,NA,NA
"19773",5,2,12,NA,NA
"19774",6,2,10,NA,NA
"19775",7,2,8,NA,NA
"19776",8,2,4,NA,0
"19777",9,1,2,NA,NA
"19778",1,1,NA,NA,NA
"19779",2,2,29,NA,6
"19780",3,1,11,NA,NA
"19781",4,2,9,NA,NA
"19782",5,1,7,NA,NA
"19783",6,1,3,NA,NA
"19784",1,1,58,NA,3
"19785",2,2,54,NA,0
"19786",3,1,20,1e+05,7
"19787",4,NA,NA,NA,NA
"19788",5,2,14,NA,NA
"19789",1,2,33,220000,5
"19790",2,1,15,NA,NA
"19791",3,2,14,NA,NA
"19792",1,NA,NA,NA,NA
"19793",2,2,53,NA,8
"19794",3,NA,NA,NA,NA
"19795",4,NA,NA,NA,NA
"19796",5,1,19,NA,NA
"19797",6,1,19,NA,NA
"19798",7,1,14,NA,NA
"19799",8,2,12,NA,NA
"19800",9,2,13,NA,NA
"19801",10,1,8,NA,NA
"19802",11,1,56,NA,9
"19803",12,2,3,NA,NA
"19804",1,1,83,NA,3
"19805",2,2,73,NA,6
"19806",3,1,27,NA,4
"19807",4,2,22,NA,3
"19808",5,1,4,NA,NA
"19809",1,1,36,NA,4
"19810",2,2,32,NA,7
"19811",3,2,13,NA,NA
"19812",4,2,12,NA,NA
"19813",5,2,10,NA,NA
"19814",6,1,6,NA,NA
"19815",7,2,4,NA,0
"19816",1,2,NA,NA,NA
"19817",2,2,NA,NA,NA
"19818",3,2,8,NA,NA
"19819",4,2,6,NA,0
"19820",5,1,3,NA,0
"19821",6,1,35,NA,6
"19822",7,2,21,NA,7
"19823",1,1,31,NA,NA
"19824",2,2,28,NA,NA
"19825",3,2,5,NA,NA
"19826",4,2,3,NA,NA
"19827",1,1,32,NA,11
"19828",2,2,25,NA,6
"19829",3,NA,NA,NA,NA
"19830",4,1,5,NA,NA
"19831",5,1,3,NA,NA
"19832",6,2,0,NA,NA
"19833",1,1,58,NA,12
"19834",2,2,56,NA,7
"19835",3,2,19,NA,11
"19836",4,1,19,NA,NA
"19837",5,1,21,NA,NA
"19838",6,2,18,NA,NA
"19839",7,2,16,NA,NA
"19840",8,1,15,NA,NA
"19841",1,1,85,NA,0
"19842",2,2,60,NA,2
"19843",1,1,55,NA,1
"19844",2,2,44,NA,3
"19845",3,NA,NA,NA,NA
"19846",4,NA,NA,NA,NA
"19847",5,NA,NA,NA,NA
"19848",6,2,NA,NA,NA
"19849",7,2,13,NA,NA
"19850",8,2,12,NA,NA
"19851",9,2,9,NA,NA
"19852",10,1,7,NA,NA
"19853",1,2,77,NA,NA
"19854",2,2,48,NA,4
"19855",1,1,62,NA,4
"19856",2,2,55,NA,4
"19857",3,1,26,NA,4
"19858",4,NA,NA,NA,NA
"19859",5,2,16,NA,3
"19860",1,1,31,NA,6
"19861",2,2,4,NA,NA
"19862",3,NA,NA,NA,NA
"19863",4,2,26,NA,7
"19864",5,2,1,NA,NA
"19865",1,1,35,5e+05,11
"19866",2,2,32,NA,9
"19867",3,2,14,NA,NA
"19868",4,2,12,NA,NA
"19869",5,2,10,NA,NA
"19870",6,1,7,NA,NA
"19871",7,1,3,NA,0
"19872",8,2,NA,NA,NA
"19873",1,2,34,NA,5
"19874",2,NA,NA,NA,NA
"19875",3,2,NA,NA,NA
"19876",4,2,13,NA,NA
"19877",5,2,12,NA,NA
"19878",6,2,7,NA,NA
"19879",1,1,55,NA,0
"19880",2,2,52,NA,0
"19881",3,NA,NA,NA,NA
"19882",4,2,33,NA,6
"19883",5,NA,NA,NA,NA
"19884",6,NA,NA,NA,NA
"19885",7,1,18,NA,6
"19886",8,2,11,NA,NA
"19887",9,NA,NA,NA,NA
"19888",10,NA,NA,NA,NA
"19889",11,NA,NA,NA,NA
"19890",12,NA,NA,NA,NA
"19891",13,2,24,NA,6
"19892",14,2,3,NA,0
"19893",1,2,60,NA,10
"19894",2,1,74,NA,8
"19895",3,NA,NA,NA,NA
"19896",4,NA,NA,NA,NA
"19897",5,1,NA,NA,NA
"19898",6,2,NA,NA,NA
"19899",7,2,9,NA,NA
"19900",8,1,12,NA,NA
"19901",9,2,9,NA,NA
"19902",10,2,13,NA,NA
"19903",1,2,43,NA,7
"19904",2,NA,NA,NA,NA
"19905",3,1,20,NA,NA
"19906",4,1,20,NA,13
"19907",5,2,17,NA,NA
"19908",6,2,15,NA,NA
"19909",7,2,13,NA,NA
"19910",8,1,22,NA,NA
"19911",9,1,49,1e+06,12
"19912",1,1,32,NA,7
"19913",2,1,56,NA,3
"19914",3,NA,NA,NA,NA
"19915",1,2,59,NA,0
"19916",2,2,NA,NA,NA
"19917",3,2,17,NA,NA
"19918",4,1,NA,NA,NA
"19919",5,1,53,NA,0
"19920",1,2,45,NA,9
"19921",2,2,20,150000,9
"19922",3,1,16,0,NA
"19923",4,NA,NA,NA,NA
"19924",5,2,24,60000,13
"19925",6,1,4,NA,NA
"19926",1,2,56,40000,0
"19927",2,2,8,NA,1
"19928",3,2,3,NA,0
"19929",4,NA,NA,NA,NA
"19930",5,NA,NA,NA,NA
"19931",1,2,65,NA,0
"19932",2,NA,NA,NA,NA
"19933",3,NA,NA,NA,NA
"19934",4,1,14,NA,NA
"19935",5,2,12,NA,NA
"19936",6,1,7,NA,NA
"19937",1,1,50,NA,3
"19938",2,2,43,NA,0
"19939",3,2,11,NA,NA
"19940",4,1,9,NA,0
"19941",5,1,6,NA,0
"19942",1,2,74,NA,0
"19943",2,NA,NA,NA,NA
"19944",3,1,21,NA,4
"19945",4,2,27,NA,6
"19946",5,NA,NA,NA,NA
"19947",6,NA,NA,NA,NA
"19948",7,NA,NA,NA,NA
"19949",8,2,9,NA,0
"19950",1,1,NA,NA,NA
"19951",2,2,57,NA,0
"19952",3,1,NA,NA,NA
"19953",4,2,NA,NA,NA
"19954",5,1,21,120000,8
"19955",6,1,19,NA,NA
"19956",7,2,17,NA,6
"19957",8,2,NA,NA,NA
"19958",9,1,NA,NA,NA
"19959",1,1,42,NA,3
"19960",2,2,39,NA,6
"19961",3,1,17,NA,7
"19962",4,2,10,NA,NA
"19963",5,1,6,NA,NA
"19964",1,2,31,NA,13
"19965",2,2,9,NA,NA
"19966",3,NA,NA,NA,NA
"19967",4,1,45,2500000,15
"19968",5,2,24,NA,NA
"19969",6,2,6,NA,NA
"19970",7,2,20,NA,NA
"19971",8,2,3,NA,0
"19972",9,2,1,NA,NA
"19973",1,1,29,160000,11
"19974",2,2,23,NA,7
"19975",3,1,3,NA,0
"19976",4,2,NA,NA,NA
"19977",5,1,0,NA,NA
"19978",1,2,62,NA,4
"19979",2,2,21,NA,11
"19980",3,2,6,NA,NA
"19981",4,1,1,NA,NA
"19982",1,1,31,3e+05,11
"19983",2,2,24,NA,10
"19984",3,2,6,NA,NA
"19985",4,1,4,NA,0
"19986",5,2,3,NA,0
"19987",6,2,0,NA,NA
"19988",7,2,0,NA,NA
"19989",1,1,63,NA,11
"19990",2,2,63,NA,0
